country,city,gender,ethnicity,animal_type
China,Shangtang,Female,Paiute,horse
China,Laocheng,Male,Blackfeet,cat
Brazil,Ipirá,Female,Creek,elephant
Brazil,Barra do Corda,Male,Asian Indian,elephant
China,Chigan,Male,Alaskan Athabascan,rabbit
China,Wangsi,Female,Osage,horse
Brazil,Ibicaraí,Female,Creek,dog
China,Zhangjiayuan,Male,Nicaraguan,horse
China,Dalazi,Female,Hmong,horse
United States,Shreveport,Female,Japanese,elephant
China,Taoxi,Male,Fijian,elephant
China,Hushan,Male,Ute,dog
United States,Vancouver,Male,Samoan,horse
China,Xincheng,Male,Samoan,elephant
Brazil,Itaí,Male,Native Hawaiian,dog
China,Yinghai,Female,Chippewa,dog
Brazil,Cambebba,Male,Dominican (Dominican Republic),rabbit
China,Gaozhuang,Female,Samoan,cat
China,Dingtao,Male,Yakama,horse
United States,Los Angeles,Male,Laotian,rabbit
China,Jiuhu,Male,Colombian,horse
China,Zhouyuan,Male,Panamanian,elephant
China,Luoshe,Male,Ottawa,horse
Canada,Gravelbourg,Male,Colville,dog
China,Hecun,Male,Costa Rican,elephant
China,Huzhen,Female,Tohono O'Odham,horse
United States,Atlanta,Female,Asian Indian,elephant
China,Jiangzao,Male,Costa Rican,dog
China,Xinjiezi,Male,Eskimo,elephant
China,Fenshui,Female,Vietnamese,dog
Brazil,Aquiraz,Male,Asian Indian,dog
China,Jianghu,Male,Cree,dog
Brazil,Buritama,Female,Menominee,rabbit
China,Suileng,Female,Vietnamese,dog
China,Lingkou,Female,Chinese,cat
Brazil,Goiânia,Male,Cuban,cat
China,Zhenjiang,Male,Crow,rabbit
Brazil,Pato Branco,Male,Salvadoran,rabbit
China,Yushu,Female,Ute,elephant
China,Dezhou,Male,Peruvian,horse
China,Lushikeng,Female,Cree,dog
China,Mengxi,Female,Yaqui,cat
Canada,Deep River,Female,Shoshone,elephant
China,Qingtaiping,Female,Alaskan Athabascan,dog
China,Jiuchi,Male,Central American,rabbit
Brazil,Maués,Male,Shoshone,elephant
China,Huangcaotuo,Female,Native Hawaiian,cat
China,Qingjiangqiao,Female,Osage,horse
China,Sandaowan,Male,Colville,horse
China,Menggusi,Male,Korean,elephant
China,Shahe,Female,Comanche,dog
China,Guandukou,Male,Argentinian,dog
China,Fengle,Male,Chippewa,cat
China,Luokeng,Male,Choctaw,elephant
China,Wanfa,Male,Houma,horse
China,Liuzhi,Female,Blackfeet,dog
China,Laidian,Male,Choctaw,dog
China,Liuqiao,Female,Black or African American,rabbit
Brazil,Cruz Alta,Female,Puget Sound Salish,rabbit
Brazil,Pompéu,Female,Pima,rabbit
Canada,Carleton-sur-Mer,Female,Chickasaw,horse
China,Gonghe,Male,Seminole,rabbit
Brazil,Flores da Cunha,Male,Apache,dog
China,Zhongzuiling,Female,American Indian,horse
China,Xiliguantun,Male,Chilean,rabbit
China,Minle,Female,Cheyenne,cat
China,Donghui,Female,Delaware,horse
China,Jiangtun,Female,Indonesian,rabbit
China,Lamawan,Female,Pueblo,rabbit
China,Lincheng,Male,Delaware,elephant
United States,Scranton,Female,Hmong,dog
China,Shouchun,Male,Potawatomi,elephant
China,Shuitou,Female,Puget Sound Salish,cat
China,Guankou,Female,Costa Rican,elephant
China,Bahe,Female,Argentinian,horse
Brazil,Almenara,Female,Chippewa,rabbit
China,Rongmei,Male,Puerto Rican,rabbit
China,Chenzhouzhai,Female,Korean,rabbit
Brazil,Goianésia,Female,Micronesian,rabbit
China,Xiyuan,Female,Shoshone,cat
China,Chenzui,Female,Yuman,dog
China,Jiulongshan,Female,Puget Sound Salish,horse
China,Yangdun,Male,Apache,rabbit
China,Qiubin,Male,Fijian,horse
China,Sishui,Female,Cheyenne,cat
China,Futian,Male,Houma,dog
China,Xinzhou,Male,Kiowa,rabbit
China,Duzhenwan,Female,Melanesian,rabbit
Canada,Petrolia,Male,South American,rabbit
China,Fengpo,Female,Melanesian,elephant
China,Qingyang,Male,Indonesian,horse
Brazil,Vinhedo,Female,Houma,elephant
China,Deqing,Male,Paraguayan,dog
China,Jinghai,Male,Colville,horse
China,Huayang,Female,Menominee,dog
China,Beicang,Male,Lumbee,horse
China,Heishui,Male,Puerto Rican,cat
China,Duobagou,Male,White,rabbit
China,Gaotian,Female,Costa Rican,cat
China,Guxi,Male,Iroquois,dog
China,Yongning,Female,Cheyenne,horse
China,Huangzhai,Female,Pueblo,horse
China,Qiman,Male,Ute,cat
China,Baimi,Male,Seminole,elephant
China,Aoluguya Ewenke Minzu,Male,Cherokee,horse
China,Shapa,Female,Yaqui,cat
China,Kangshan,Female,Osage,rabbit
China,Youxikou,Male,Chinese,cat
China,Dali,Male,Colombian,rabbit
Canada,Saint-Constant,Female,Paiute,rabbit
China,Baoshan,Male,Houma,dog
China,Fuxing,Male,Uruguayan,elephant
China,Dongfeng,Female,Dominican (Dominican Republic),elephant
China,Kangxung,Female,Paiute,elephant
China,Dongyuan,Female,Alaskan Athabascan,horse
China,Zongzhai,Male,Menominee,cat
China,Temeke,Male,Yuman,dog
Brazil,Araçatuba,Female,Iroquois,elephant
China,Hongwei,Male,Asian Indian,cat
China,Heshan,Female,Pueblo,horse
China,Shencun,Male,Filipino,cat
China,Lianghekou,Female,Potawatomi,rabbit
China,Huyang,Female,Indonesian,dog
China,Gongqiao,Male,Cambodian,rabbit
China,Linshi,Male,Puget Sound Salish,cat
Brazil,João Câmara,Female,Iroquois,dog
China,Laojunmiao,Female,Tohono O'Odham,elephant
China,Wugui,Female,Colville,dog
Brazil,Coari,Female,Polynesian,dog
China,Jielin,Female,Guamanian,cat
Brazil,Timbó,Male,Osage,horse
China,Dagkar,Female,South American,cat
China,Baicaogou,Male,Eskimo,dog
China,Qingshanhu,Female,Seminole,elephant
Canada,Port-Cartier,Female,Laotian,cat
Brazil,Borda da Mata,Male,Central American,dog
China,Serh,Male,Vietnamese,rabbit
China,Lieqiao,Female,Kiowa,dog
China,Qingyun,Female,White,horse
China,Longhe,Female,Aleut,horse
Brazil,Nova Venécia,Female,Spaniard,dog
China,Huangtugang,Male,Delaware,cat
China,Haoshui,Male,Mexican,cat
China,Xinshi,Male,Creek,cat
China,Duru,Female,Fijian,cat
China,Niujiang,Female,Central American,elephant
China,Tanniu,Female,Asian Indian,rabbit
United States,New Haven,Female,Comanche,elephant
Brazil,São Joaquim da Barra,Male,Colombian,cat
China,Yongyang,Male,Indonesian,cat
China,Qijiawan,Female,Native Hawaiian,horse
China,Xizhong,Male,Yaqui,rabbit
China,Shangwuzhuang,Female,Menominee,elephant
China,Zhizhong,Male,Colombian,cat
China,Dangjiaxian,Female,Pakistani,elephant
China,Yongning,Male,Aleut,rabbit
China,Sijihong,Male,Thai,cat
China,Huangsha,Female,Seminole,dog
Brazil,Pombal,Female,Tongan,horse
Brazil,Batatais,Male,Blackfeet,horse
China,Tangquan,Male,Ottawa,elephant
Brazil,Itapeva,Female,Lumbee,horse
China,Baiyang,Male,Taiwanese,horse
China,Shimen,Male,Taiwanese,dog
China,Doumen,Female,Shoshone,dog
China,Yuchi,Female,Bolivian,dog
China,Xinglong,Male,Crow,cat
Brazil,Macau,Male,Korean,horse
China,Xinzhaiping,Male,Chickasaw,cat
China,Xibing,Female,Micronesian,elephant
United States,Jamaica,Female,Chinese,rabbit
Brazil,Rio Branco,Female,Latin American Indian,horse
China,Jiangning,Male,Bangladeshi,dog
Brazil,Imbituba,Female,Fijian,dog
China,Baoxing,Female,Choctaw,elephant
China,Hezuoqiao,Female,Colville,cat
China,Yudong,Female,Paiute,dog
China,Bozhou,Female,Pakistani,cat
Brazil,Paty do Alferes,Male,Tlingit-Haida,cat
China,Huancheng,Female,Delaware,elephant
Brazil,Iguatu,Female,Sioux,horse
China,Hongqi,Female,Mexican,horse
China,Yezhu,Female,Chickasaw,elephant
China,Wangge’ertang,Female,Paraguayan,dog
China,Xidajie,Female,Sri Lankan,dog
China,Leiling,Female,American Indian and Alaska Native (AIAN),dog
China,Huafeng,Female,Costa Rican,dog
Canada,Winnipeg,Female,Laotian,dog
China,Fengle,Male,Pueblo,cat
China,Xiashihao,Male,White,rabbit
China,Xiangrong,Male,Osage,elephant
China,Jiuhe,Male,Iroquois,dog
China,Hushi,Male,Melanesian,horse
China,Shuangzhu,Female,Navajo,horse
China,Yishi,Male,Panamanian,cat
China,Yatunpu,Female,Korean,cat
Canada,La Broquerie,Male,White,cat
China,Xihuachi,Male,Korean,dog
China,Jianshan,Male,Paraguayan,dog
China,Dandai,Female,Native Hawaiian,dog
China,Fengli,Male,Venezuelan,rabbit
China,Hadabei,Female,Mexican,elephant
China,Fushan,Female,White,cat
China,Longshan,Male,Korean,elephant
China,Gushan,Male,Pueblo,dog
China,Lecong,Male,Vietnamese,rabbit
China,Xianning,Female,Tlingit-Haida,horse
China,Jieshui,Male,South American,rabbit
China,Puhechang,Female,Black or African American,horse
China,Fudian,Male,Crow,dog
United States,Portland,Female,Osage,cat
China,Puwa,Male,Micronesian,elephant
China,Jinhu,Female,Nicaraguan,elephant
United States,Baton Rouge,Male,Ottawa,cat
China,Wangying,Male,Ottawa,rabbit
China,Jinjia,Male,Shoshone,elephant
Brazil,Boa Esperança,Female,Tohono O'Odham,elephant
China,Chuanxi,Female,Chickasaw,cat
China,Baitashan,Female,Pueblo,dog
China,Xinye,Female,Bolivian,rabbit
United States,Fort Worth,Male,Polynesian,elephant
China,Gaoshi,Male,Alaskan Athabascan,rabbit
China,Taiping,Male,Yuman,rabbit
China,Machang,Female,Native Hawaiian,horse
China,Baishi,Male,Iroquois,rabbit
China,Luofang,Female,Nicaraguan,horse
China,Guling,Female,Yuman,horse
Brazil,Cataguases,Female,Cheyenne,horse
China,Yihe,Female,Peruvian,cat
Brazil,Entre Rios,Female,Uruguayan,elephant
China,Kanghe,Male,Cheyenne,cat
Brazil,Itaberaí,Female,Thai,rabbit
China,Nawu,Female,Sioux,cat
Canada,Kimberley,Male,Melanesian,rabbit
China,Taiqing,Female,Peruvian,dog
China,Daying,Male,Lumbee,cat
China,Xingzi,Male,Tongan,cat
China,Yong’an,Male,Cree,elephant
China,Dongxiaokou,Male,Black or African American,dog
China,Luxi,Male,Japanese,elephant
China,Tianhu,Male,Indonesian,cat
China,Shenshu,Male,Tlingit-Haida,rabbit
China,Mazongling,Female,Polynesian,rabbit
China,Baiquan,Male,Colombian,cat
China,Shitang,Female,Melanesian,rabbit
China,Jianli,Female,Korean,rabbit
China,Nanhuatang,Female,Paraguayan,dog
China,Shengci,Male,Eskimo,elephant
China,Anshan,Female,Pakistani,rabbit
China,Shouxihu,Female,Menominee,cat
China,Yangliu,Female,Sioux,elephant
Brazil,Itumbiara,Female,Yaqui,horse
Brazil,Cachoeirinha,Female,Native Hawaiian and Other Pacific Islander (NHPI),cat
China,Yuelai,Male,South American,horse
China,Fuxing,Male,Crow,horse
China,Zhu’ao,Female,Nicaraguan,cat
China,Guzhen,Male,Laotian,cat
China,Yingtan,Male,Panamanian,dog
China,Yanghou,Male,Samoan,elephant
China,Tangyin,Male,Latin American Indian,dog
China,Xiangqiao,Male,Filipino,dog
China,Huliao,Male,Guamanian,horse
Brazil,Rio Formoso,Female,Alaskan Athabascan,cat
China,Hezhai,Female,Taiwanese,cat
China,Lianhe,Male,Tohono O'Odham,horse
United States,Ocala,Male,Alaskan Athabascan,rabbit
China,Fengyi,Female,Pima,dog
China,Wangliao,Female,Ecuadorian,rabbit
China,Shijia,Male,Colville,elephant
China,Tuguan,Female,American Indian and Alaska Native (AIAN),rabbit
China,Housuo,Male,South American,elephant
China,Daojiang,Male,Polynesian,horse
China,Xunzhong,Female,American Indian,dog
China,Dingshu,Male,Tlingit-Haida,rabbit
China,Daruoyan,Male,American Indian,dog
United States,Chicago,Female,Kiowa,horse
China,Huaiyuan Chengguanzhen,Female,Pueblo,rabbit
China,Panshi,Male,Puget Sound Salish,rabbit
Brazil,Pedro Leopoldo,Female,Apache,rabbit
China,Mingcheng,Male,Filipino,dog
China,Shipaidong,Female,Sri Lankan,rabbit
China,Qingqu,Male,Malaysian,elephant
China,Sidu,Male,Dominican (Dominican Republic),rabbit
China,Wenfu,Male,Lumbee,cat
China,Yongchang,Male,Creek,horse
Brazil,Itacoatiara,Male,American Indian and Alaska Native (AIAN),cat
China,Zhoutie,Female,Ute,cat
Brazil,Barreiras,Female,Native Hawaiian and Other Pacific Islander (NHPI),elephant
Canada,Calmar,Female,Polynesian,horse
Canada,Kingston,Female,Lumbee,elephant
China,Shifang,Female,Samoan,dog
China,Nanfeng,Male,Eskimo,dog
United States,New York City,Female,Kiowa,elephant
Brazil,Euclides da Cunha,Female,Vietnamese,elephant
China,Hugang,Male,Pueblo,rabbit
Canada,Neuville,Female,Thai,horse
Brazil,Caxias,Male,American Indian,dog
Brazil,São Francisco,Male,Korean,cat
China,Hushan,Male,Samoan,elephant
China,Wukang,Male,Cheyenne,horse
China,Xinhua,Male,Filipino,dog
China,Xiaogang,Female,South American,rabbit
United States,Spring,Male,Chilean,horse
China,Xingxi,Female,Polynesian,dog
China,Donghui,Male,Kiowa,elephant
China,Golmud,Female,Tlingit-Haida,cat
China,Shuanglu,Female,Mexican,elephant
China,Gongqiao,Female,Chippewa,rabbit
China,Suncun,Male,Fijian,cat
China,Xitianwei,Male,Alaskan Athabascan,dog
United States,Charlotte,Male,Asian Indian,elephant
United States,Lakeland,Female,Panamanian,dog
Brazil,Santa Bárbara d'Oeste,Female,Colville,elephant
China,Shuren,Female,Korean,horse
United States,Hartford,Male,Mexican,rabbit
China,Shiling,Male,Indonesian,dog
United States,Tampa,Male,American Indian and Alaska Native (AIAN),horse
China,Gaoleshan,Female,Costa Rican,dog
United States,Kansas City,Male,Cuban,elephant
Canada,Port Hawkesbury,Female,Paiute,rabbit
China,Jiangdulu,Male,Pueblo,elephant
China,Hepu,Male,Puget Sound Salish,horse
China,Tunggar,Male,White,elephant
China,Wangping,Male,Comanche,elephant
China,Nanchangshan,Male,Sri Lankan,rabbit
Brazil,Brejo Santo,Female,Comanche,dog
China,Wuma,Female,Navajo,rabbit
Brazil,Bebedouro,Female,Argentinian,cat
China,Huarong,Female,Chamorro,rabbit
China,Tongjiaxi,Female,Filipino,dog
China,Bayan Qagan,Male,Hmong,horse
Brazil,Jaguaquara,Male,Kiowa,dog
Brazil,Olinda,Female,Seminole,dog
China,Xinhua,Male,Colville,elephant
China,Dengtang,Male,Alaska Native,cat
China,Yijiang,Female,Puerto Rican,elephant
China,Juxing,Male,Alaskan Athabascan,dog
China,Shangyuan,Male,Paiute,cat
China,Dongxing,Female,Nicaraguan,dog
China,Longkou,Male,Pueblo,elephant
China,Changshan,Female,Tohono O'Odham,horse
United States,Portland,Female,Salvadoran,elephant
China,Panshi,Female,Puget Sound Salish,rabbit
China,Tangzhuang,Female,Apache,dog
Canada,Danville,Male,Pakistani,rabbit
China,Hufang,Female,Sioux,cat
China,Jiangnan,Female,Paraguayan,elephant
China,Taiyu,Male,Mexican,horse
Canada,Lac La Biche,Male,Kiowa,dog
China,Banxi,Male,Pueblo,rabbit
China,Linxihe,Female,Yakama,rabbit
China,Haramgai,Male,Yuman,horse
China,Lingzhi,Male,Ottawa,rabbit
China,Hexi,Male,Eskimo,elephant
China,Fengjia,Male,Yakama,horse
China,Chakou,Male,Yakama,dog
United States,Portland,Male,Uruguayan,horse
China,Huaqiao,Female,Ute,rabbit
China,Duobao,Female,Malaysian,dog
China,Yuanjue,Male,Potawatomi,rabbit
China,Zhangcun,Female,Alaska Native,elephant
Brazil,Nova Viçosa,Female,Blackfeet,horse
China,Sishilichengzi,Female,Bangladeshi,rabbit
China,Tongzi,Female,Korean,dog
China,Qiaole,Male,Tongan,horse
China,Agarsin,Female,Yuman,rabbit
China,Mabugang,Male,Alaska Native,rabbit
Brazil,Monte Santo de Minas,Female,Yakama,rabbit
United States,Richmond,Male,Kiowa,cat
China,Jiahu,Female,White,rabbit
Brazil,Viana,Male,Asian Indian,rabbit
Brazil,Itatinga,Male,Tongan,dog
China,Youxi,Male,Sri Lankan,dog
China,Moganshan,Female,Chinese,elephant
Brazil,Xanxerê,Male,Ottawa,elephant
China,Xintaimen,Female,Shoshone,elephant
China,Mashi,Male,Panamanian,elephant
China,Gaoyi,Male,Filipino,cat
Brazil,Bagé,Male,Pueblo,cat
China,Jin’an,Male,Houma,dog
United States,Columbus,Male,South American,dog
Canada,New-Richmond,Female,Cherokee,elephant
China,Baqiao,Female,Dominican (Dominican Republic),rabbit
China,Shuiyuesi,Male,Laotian,horse
China,Enjiang,Female,American Indian and Alaska Native (AIAN),rabbit
United States,Jacksonville,Female,Costa Rican,horse
China,Fenshui,Female,Apache,rabbit
China,Guandu,Male,Fijian,dog
China,Hengbanqiao,Female,Native Hawaiian,dog
China,Ganjiachang,Female,Taiwanese,dog
Brazil,Trindade,Female,Malaysian,dog
Canada,Saint-André-Avellin,Male,Chamorro,cat
China,Xiaohenglong,Female,Spaniard,horse
China,Yaozhuang,Male,Crow,horse
Brazil,Guararema,Male,Venezuelan,rabbit
China,Chenchang,Male,Osage,rabbit
China,Limushan,Male,Korean,dog
Brazil,Itajuípe,Female,Melanesian,rabbit
Brazil,Taquari,Male,Sri Lankan,dog
China,Yunmenling,Female,Puget Sound Salish,horse
China,Tangzhai,Male,Nicaraguan,dog
China,Gushi,Male,Bolivian,cat
China,Matou,Female,Houma,horse
China,Meikeng,Female,Colville,cat
China,Henglu,Female,Venezuelan,cat
Canada,Camrose,Male,Tongan,cat
China,Yanjiang,Male,Costa Rican,cat
China,Gongrong,Male,Pima,cat
China,Taiyigong,Male,Osage,dog
China,Pingdingshan,Female,Ute,elephant
China,Yangjinzhuang,Male,American Indian and Alaska Native (AIAN),dog
China,Xiwang,Female,Salvadoran,horse
Canada,Melita,Male,Bolivian,elephant
China,Kelin,Female,Costa Rican,cat
China,Chenghuang,Female,Asian,rabbit
Brazil,Tianguá,Female,Creek,horse
China,Yinhedahan’er,Male,Polynesian,horse
China,Huxi,Male,Yakama,elephant
China,Dujiajing,Female,Hmong,horse
China,Houxiang,Female,Choctaw,elephant
China,Shaba Zhen,Female,Navajo,cat
China,Yaodian,Female,Japanese,cat
Brazil,Tatuí,Male,Ecuadorian,dog
China,Shibajiazi,Female,Tongan,rabbit
Brazil,Rio Branco do Sul,Male,Thai,dog
United States,Washington,Male,Central American,rabbit
China,Wanquan,Male,Chickasaw,dog
China,Gufeng,Female,Cheyenne,horse
China,Xuguang,Female,Chickasaw,dog
United States,Saint Paul,Female,Laotian,cat
United States,Asheville,Male,Pima,horse
Brazil,Correntina,Male,Yaqui,elephant
United States,Washington,Female,Iroquois,elephant
China,Talin Hiag,Female,Costa Rican,dog
China,Pingyang,Male,Asian,cat
China,Bajiazi,Male,Seminole,cat
China,Guantouzui,Female,Hmong,cat
China,Quyangqiao,Female,White,rabbit
United States,San Antonio,Male,Hmong,elephant
China,Henggang,Female,Melanesian,cat
China,Zhongtai,Female,Seminole,horse
China,Shuangqiaoping,Female,Cuban,cat
China,Fengqiao,Male,Sri Lankan,rabbit
China,Chegang,Male,Colville,rabbit
United States,Houston,Female,Vietnamese,dog
China,Rifeng,Male,Aleut,dog
China,Chengxiang,Male,Paiute,cat
China,Guanfang,Male,Micronesian,rabbit
Canada,Estevan,Male,Lumbee,cat
United States,Daytona Beach,Female,Lumbee,dog
Brazil,Guarujá,Male,Latin American Indian,elephant
China,Tangtuzhui,Male,Eskimo,elephant
China,Hushan,Female,Cheyenne,dog
United States,Newark,Female,Puerto Rican,elephant
China,Luoqi,Female,Bolivian,horse
China,Tayuan,Male,Mexican,cat
Brazil,Murici,Female,Pueblo,dog
China,Lühua,Female,Comanche,horse
China,Dongfanghong,Female,Central American,elephant
China,Jinfeng,Female,Panamanian,horse
China,Liuzhuang,Female,Thai,elephant
China,Chunjing,Female,Yuman,horse
China,Benchu,Female,Guamanian,elephant
Brazil,Correia Pinto,Female,Seminole,rabbit
United States,Fresno,Male,Shoshone,elephant
China,Malin,Female,Potawatomi,horse
China,Zhanghua,Male,Chamorro,elephant
China,Fangxian,Female,Malaysian,horse
United States,Alexandria,Male,Cree,horse
China,Rinbung,Male,White,dog
China,Huangzhai,Female,South American,horse
China,Sancha,Female,American Indian,dog
China,Liudu,Female,Chamorro,rabbit
China,Zhengmo,Male,Panamanian,cat
Brazil,Cândido Mota,Female,Nicaraguan,elephant
China,Machang,Female,Panamanian,horse
United States,Atlanta,Female,Native Hawaiian,horse
China,Jubaoshan,Female,Cambodian,elephant
Brazil,Paripiranga,Female,Honduran,cat
Brazil,Florianópolis,Female,Eskimo,elephant
China,Lanlongkou,Female,Colville,horse
China,Zhaogezhuang,Female,American Indian and Alaska Native (AIAN),cat
United States,Fort Lauderdale,Female,Filipino,dog
China,Datong,Female,Alaska Native,dog
China,Zijin,Male,Shoshone,cat
China,Nu’erbage,Female,Shoshone,cat
China,Huicheng,Male,Filipino,rabbit
Canada,Peterborough,Female,Aleut,dog
China,Zhujiang,Female,Pakistani,elephant
China,Anding,Female,Apache,cat
Brazil,Morada Nova,Female,Bolivian,dog
China,Yanjiang,Male,Native Hawaiian,cat
China,Jinlong,Female,Ecuadorian,rabbit
China,Shatian,Male,Korean,horse
China,Baidian,Male,Lumbee,cat
China,Erdaobaihe,Female,Ecuadorian,cat
China,Yangdang,Male,Cheyenne,cat
United States,Springfield,Female,Houma,rabbit
China,Wulipu,Female,Micronesian,horse
China,Xintun,Female,Colombian,rabbit
China,Zhangjiawan,Female,Bolivian,cat
China,Yonglong,Male,Spaniard,cat
China,Dazhan,Male,White,elephant
China,Duozhu,Female,Nicaraguan,horse
China,Wuyang,Female,Puget Sound Salish,cat
China,Wuli,Male,Creek,elephant
China,Chunhua,Male,Comanche,rabbit
United States,Staten Island,Male,Tohono O'Odham,elephant
China,Dongbei,Male,Dominican (Dominican Republic),cat
China,Nanping,Female,Chippewa,cat
Brazil,Lagoa Seca,Female,Venezuelan,dog
China,Daguo,Male,Yuman,dog
China,Yunchi,Male,Spaniard,cat
United States,Montgomery,Female,Pueblo,dog
China,Shangdu,Male,Melanesian,dog
China,Mengjia,Female,Pima,elephant
China,Camgyai,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
China,Jinfeng,Female,Tohono O'Odham,elephant
Brazil,Casa Branca,Male,Black or African American,horse
China,Tekes,Female,Navajo,cat
China,Tujing,Male,Malaysian,rabbit
United States,Lexington,Female,Cambodian,dog
China,Jiaozhou,Female,Chamorro,dog
China,Wanxian,Female,Pima,rabbit
China,Daba,Male,Delaware,horse
China,Haoxue,Male,Laotian,elephant
United States,Boston,Male,American Indian and Alaska Native (AIAN),elephant
China,Huanghai,Male,Guamanian,rabbit
China,Huolongping,Female,Kiowa,cat
Canada,Biggar,Male,American Indian,dog
China,Kambaxoi,Female,Filipino,elephant
China,Huaping,Male,Black or African American,elephant
China,Jiexiu,Female,White,cat
China,Chengdong,Male,Blackfeet,cat
China,Huangnaihai,Male,Apache,elephant
China,Changgai,Female,Aleut,cat
United States,Brooklyn,Male,Cherokee,elephant
China,Zongga,Male,Menominee,rabbit
China,Jiazi,Female,Shoshone,elephant
Brazil,Cabo Frio,Male,Honduran,dog
China,Dongqianhu,Female,Iroquois,horse
China,Huangyuan Chengguanzhen,Male,Choctaw,dog
Brazil,Cataguases,Female,Apache,elephant
China,Beizhuang,Female,Potawatomi,rabbit
Brazil,Montenegro,Female,Crow,rabbit
China,Shuangfeng,Female,Kiowa,horse
China,Mazha,Male,Colombian,rabbit
China,Lianhua,Female,Mexican,horse
China,Daidaon,Male,Paiute,horse
China,Huangguan,Female,Colville,dog
China,Shazhouba,Male,Iroquois,elephant
Brazil,Jardinópolis,Female,Indonesian,rabbit
China,Zhaolingpu,Male,Shoshone,cat
Brazil,Teodoro Sampaio,Male,Panamanian,elephant
China,Chengbei,Female,Cherokee,cat
China,Xilai,Male,Potawatomi,dog
China,Banqiao,Female,Thai,elephant
China,Xiaping,Male,Japanese,elephant
China,Guicheng,Male,Taiwanese,elephant
China,Huaitu,Female,Sioux,dog
China,Liulang,Female,Pueblo,elephant
China,Xujia,Female,Iroquois,horse
China,Luoyang,Female,Tohono O'Odham,cat
United States,Columbia,Male,Korean,horse
China,Yantian,Male,Thai,elephant
China,Shizi,Male,Tohono O'Odham,horse
China,Lianshi,Male,Cherokee,rabbit
United States,Columbia,Male,Cree,elephant
China,Qamdo,Male,Fijian,rabbit
China,Xinqiao,Male,Shoshone,cat
China,Gulonggang,Female,Panamanian,rabbit
United States,Sunnyvale,Female,Taiwanese,dog
China,Pukou,Male,Chilean,rabbit
United States,San Diego,Female,Alaskan Athabascan,cat
China,Hanjia,Male,Melanesian,elephant
China,Shaxi,Female,Latin American Indian,cat
China,Zhulan,Male,Argentinian,rabbit
China,Rendian,Female,Houma,cat
United States,Iowa City,Male,Alaska Native,rabbit
China,Zengguang,Female,Laotian,horse
China,Xiongji,Female,Panamanian,rabbit
China,Ganshui,Male,Sri Lankan,cat
Canada,Vaudreuil-Dorion,Male,Lumbee,elephant
Brazil,Pacajus,Male,Yaqui,horse
China,Yuncheng,Male,Alaska Native,dog
China,Pingxi,Female,Sioux,cat
China,Yingzai,Male,American Indian,cat
China,Pinghu,Female,Laotian,cat
China,Beigou,Male,Yakama,dog
United States,Pasadena,Male,Potawatomi,rabbit
China,Beibao,Female,South American,elephant
Brazil,Arapiraca,Female,Polynesian,rabbit
China,Zhangping,Female,Polynesian,rabbit
Brazil,Salgueiro,Male,Argentinian,rabbit
Brazil,Pereira Barreto,Male,Colville,elephant
Brazil,Iúna,Male,Thai,horse
United States,Tulsa,Female,Crow,dog
China,Yebaishou,Male,Bangladeshi,dog
Brazil,Londrina,Female,Pueblo,elephant
Brazil,Altamira,Female,Colville,elephant
China,Tianchi,Male,Dominican (Dominican Republic),dog
Brazil,Mongaguá,Female,Sri Lankan,horse
Brazil,Maringá,Female,Ecuadorian,horse
China,Helong,Male,Cuban,elephant
China,Xiangdian,Female,Yakama,elephant
China,Daba,Female,Bolivian,elephant
China,Huangmei,Female,White,cat
Brazil,Santa Rita,Male,Micronesian,rabbit
China,Fuzhou,Female,Dominican (Dominican Republic),dog
China,Baoshan,Male,Sri Lankan,elephant
China,Longkou,Male,Lumbee,horse
China,Zhangjiawo,Female,Hmong,rabbit
Brazil,Rubiataba,Female,Argentinian,rabbit
Brazil,Cajueiro,Male,Vietnamese,cat
China,Huangbu,Female,Native Hawaiian,horse
China,Yinji,Male,Ottawa,cat
United States,Boca Raton,Male,Hmong,elephant
China,Yuxin,Male,Chinese,rabbit
China,Xiangjiazhai,Male,Puget Sound Salish,elephant
China,Shuanglu,Female,Chinese,rabbit
Canada,Campbellton,Female,Lumbee,rabbit
United States,Port Washington,Male,Iroquois,rabbit
Brazil,Humaitá,Female,Yakama,cat
Canada,Montréal-Ouest,Female,Bolivian,dog
China,Linjiang,Male,Polynesian,cat
China,Guangming,Male,Ottawa,elephant
Brazil,Manhumirim,Male,Yuman,elephant
Canada,Little Current,Male,Mexican,cat
United States,Lexington,Female,White,elephant
United States,Maple Plain,Male,Laotian,horse
China,Longtan,Male,Comanche,horse
China,Chengzhai,Male,Chilean,elephant
China,Mintang,Female,Colville,dog
Brazil,Mombaça,Male,Black or African American,rabbit
United States,Tallahassee,Female,Puerto Rican,horse
Canada,Port Colborne,Male,Cuban,elephant
China,Xiuyu,Male,Black or African American,cat
China,Donghe,Female,Navajo,elephant
China,Zhizhong,Female,Dominican (Dominican Republic),horse
China,Xintian,Male,Yaqui,rabbit
China,Xingquan,Female,Osage,cat
Brazil,Cascavel,Female,Korean,rabbit
China,Zhaozhen,Female,Cuban,dog
China,Shanmei,Female,Chinese,cat
China,Mingcheng,Female,Sioux,cat
China,Weixin,Male,Tohono O'Odham,dog
